id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
304753942,3037ea11-7ab1-4973-9bff-c91fe68a7669,2025-08-08 12:47:34,2025-08-08,2025-08-08 16:47:34 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 16:52:48 UTC,2025-08-08 16:52:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304753942,https://inaturalist-open-data.s3.amazonaws.com/photos/549422157/medium.jpg,,"",,0,0,false,843,"Rue Druillettes, Sherbrooke, QC, CA",45.3859811871,-71.9064381053,7,,,,7,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304754025,1e2af56a-339c-41ff-9c2f-be97d3aa51d2,2025-08-08 12:47:59,2025-08-08,2025-08-08 16:47:59 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 16:53:06 UTC,2025-08-11 15:57:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/304754025,https://inaturalist-open-data.s3.amazonaws.com/photos/549422266/medium.jpg,,"",,1,0,false,843,"Rue Massé, Sherbrooke, QC, CA",45.3861896067,-71.9066341849,26,,,,26,,open,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304754104,1fef3c70-fdfc-4ed5-8ead-a8972619f88c,2025-08-08 12:48:07,2025-08-08,2025-08-08 16:48:07 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 16:53:26 UTC,2025-08-08 16:53:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304754104,https://inaturalist-open-data.s3.amazonaws.com/photos/549422406/medium.jpg,,"",,0,0,false,843,"Rue Massé, Sherbrooke, QC, CA",45.3859376534,-71.906213018,21,,,,21,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304754181,5211a6e1-24a5-48bc-aef3-db0c3de749cb,2025-08-08 12:48:21,2025-08-08,2025-08-08 16:48:21 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 16:53:44 UTC,2025-08-08 16:53:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304754181,https://inaturalist-open-data.s3.amazonaws.com/photos/549422565/medium.jpg,,"",,0,0,false,843,"Rue Druillettes, Sherbrooke, QC, CA",45.3859030754,-71.9064466665,5,,,,5,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304754329,2ead011a-4221-4a5c-8289-6f999cd12cfb,2025-08-08 12:49:15,2025-08-08,2025-08-08 16:49:15 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 16:54:08 UTC,2025-08-09 15:17:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304754329,https://inaturalist-open-data.s3.amazonaws.com/photos/549422773/medium.jpg,,"",,1,0,false,843,"Rue Druillettes, Sherbrooke, QC, CA",45.3858743593,-71.9065342474,7,,,,7,,open,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304754414,60cc59be-b34c-4185-a803-fc6c629bfa47,2025-08-08 12:51:29,2025-08-08,2025-08-08 16:51:29 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 16:54:26 UTC,2025-08-08 16:54:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304754414,https://inaturalist-open-data.s3.amazonaws.com/photos/549422947/medium.jpg,,"",,0,0,false,843,"Rue Massé, Sherbrooke, QC, CA",45.3860989545,-71.9066435265,21,,,,21,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304785695,c44b581e-de9e-48ef-ab39-7deb7be973ac,2025-08-08 15:02:46,2025-08-08,2025-08-08 19:02:46 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:04:55 UTC,2025-08-08 19:04:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304785695,https://inaturalist-open-data.s3.amazonaws.com/photos/549479922/medium.jpg,,"",,0,0,false,843,"Rue du Sauvignon, Sherbrooke, QC, CA",45.4141382463,-71.9437867359,3,,,,3,,,false,,,,Magnoliopsida,dicotylédones,Plantae,47124
304787111,ca6017d2-a6d6-4377-9383-53e77ebc7f25,2025-08-08 15:02:32,2025-08-08,2025-08-08 19:02:32 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:12:05 UTC,2025-08-08 19:12:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304787111,https://inaturalist-open-data.s3.amazonaws.com/photos/549482820/medium.jpg,,"",,0,0,false,843,"Rue du Sauvignon, Sherbrooke, QC, CA",45.414010096,-71.9436189644,26,,,,26,,,false,,,,Artemisia,armoises,Plantae,52855
304787294,07d59aa3-a78e-4648-8c28-f6ec2df1c77a,2025-08-08 15:02:23,2025-08-08,2025-08-08 19:02:23 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:12:59 UTC,2025-08-08 19:13:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304787294,https://inaturalist-open-data.s3.amazonaws.com/photos/549483212/medium.jpg,,"",,0,0,false,843,"Rue du Sauvignon, Sherbrooke, QC, CA",45.4141349588,-71.9437926325,5,,,,5,,,false,,,,Artemisia,armoises,Plantae,52855
304795031,c334ce1d-b976-4326-b79f-39945f0baafa,2025-08-08 15:39:08,2025-08-08,2025-08-08 19:39:08 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:52:33 UTC,2025-08-08 19:52:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304795031,https://inaturalist-open-data.s3.amazonaws.com/photos/549498723/medium.jpg,,"",,0,0,false,843,"Rue Nina-Owens, Sherbrooke, QC, CA",45.4235172018,-71.9541620223,16,,,,16,,,false,,,,Artemisia,armoises,Plantae,52855
304795101,9c38527d-db4e-45b5-bd25-2f8056118eac,2025-08-08 15:39:23,2025-08-08,2025-08-08 19:39:23 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:52:56 UTC,2025-08-08 19:52:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304795101,https://inaturalist-open-data.s3.amazonaws.com/photos/549498876/medium.jpg,,"",,0,0,false,843,"Sherbrooke, QC, CA",45.4237209247,-71.9542218063,2,,,,2,,,false,,,,Asteroideae,,Plantae,632790
304795153,66f45a4f-3e01-4512-9552-f0f83fcef6db,2025-08-08 15:40:21,2025-08-08,2025-08-08 19:40:21 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:53:13 UTC,2025-08-08 19:53:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304795153,https://inaturalist-open-data.s3.amazonaws.com/photos/549499006/medium.jpg,,"",,0,0,false,843,"Rue Nina-Owens, Sherbrooke, QC, CA",45.4228910096,-71.9534381652,29,,,,29,,,false,,,,Magnoliopsida,dicotylédones,Plantae,47124
304795199,8ae17d18-3e37-478c-8ce3-34ff1045742d,2025-08-08 15:44:30,2025-08-08,2025-08-08 19:44:30 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 19:53:28 UTC,2025-08-08 19:53:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304795199,https://inaturalist-open-data.s3.amazonaws.com/photos/549499096/medium.jpg,,"",,0,0,false,843,"Boul de Monseigneur-Fortier, Sherbrooke, QC, CA",45.4242456797,-71.9530249189,9,,,,9,,,false,,,,Magnoliopsida,dicotylédones,Plantae,47124
304803555,d6be68dc-1ae6-4a2d-92b7-67599f2795be,2025-08-08 16:30:02,2025-08-08,2025-08-08 20:30:02 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 20:32:07 UTC,2025-08-08 20:32:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304803555,https://inaturalist-open-data.s3.amazonaws.com/photos/549514417/medium.jpg,,"",,0,0,false,843,"Rue Nina-Owens, Sherbrooke, QC, CA",45.4221531749,-71.9479439252,27,,,,27,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304803625,0ed8e89a-1bf1-42ef-81fb-9443da6a06d0,2025-08-08 16:29:48,2025-08-08,2025-08-08 20:29:48 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 20:32:26 UTC,2025-08-09 15:14:16 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304803625,https://inaturalist-open-data.s3.amazonaws.com/photos/549514572/medium.jpg,,"",,1,0,false,843,"Rue Nina-Owens, Sherbrooke, QC, CA",45.4221383212,-71.9479263993,4,,,,4,,open,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304803693,57d961cc-985c-46c1-b8f8-dadd64249d94,2025-08-08 16:29:37,2025-08-08,2025-08-08 20:29:37 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 20:32:42 UTC,2025-08-08 20:32:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304803693,https://inaturalist-open-data.s3.amazonaws.com/photos/549514694/medium.jpg,,"",,0,0,false,843,"Rue Nina-Owens, Sherbrooke, QC, CA",45.4221380197,-71.9479183896,4,,,,4,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304836711,18241267-f983-4803-9fab-9d51dc1a53b4,2025-08-08 19:21:48,2025-08-08,2025-08-08 23:21:48 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 23:22:22 UTC,2025-08-08 23:22:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304836711,https://inaturalist-open-data.s3.amazonaws.com/photos/549575625/medium.jpg,,"",,0,0,false,843,"Place de la Gare, Sherbrooke, QC, CA",45.396902244,-71.8983019247,53,,,,53,,open,false,,,,Artemisia vulgaris,armoise commune,Plantae,52856
304837884,6ec07c66-8cff-4ba3-b6e4-43f5c5df5e56,2025-08-08 19:29:38,2025-08-08,2025-08-08 23:29:38 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 23:30:13 UTC,2025-08-09 15:05:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304837884,https://inaturalist-open-data.s3.amazonaws.com/photos/549577906/medium.jpg,,"",,1,0,false,843,"Rue Belvédère S, Sherbrooke, QC, CA",45.39716261,-71.8961769833,2,,,,2,,open,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304837924,35101f6c-985c-48c0-95ab-932ae193cefd,2025-08-08 19:28:57,2025-08-08,2025-08-08 23:28:57 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 23:30:25 UTC,2025-08-09 15:05:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/304837924,https://inaturalist-open-data.s3.amazonaws.com/photos/549577973/medium.jpg,,"",,1,0,false,843,"Rue Belvédère S, Sherbrooke, QC, CA",45.3971741147,-71.8961714587,2,,,,2,,open,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304837967,edb94f27-db66-441d-ae0a-bc33b61865c7,2025-08-08 19:29:11,2025-08-08,2025-08-08 23:29:11 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 23:30:39 UTC,2025-08-08 23:30:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304837967,https://inaturalist-open-data.s3.amazonaws.com/photos/549578075/medium.jpg,,"",,0,0,false,843,"Rue Belvédère S, Sherbrooke, QC, CA",45.3971758139,-71.896170633,2,,,,2,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
304838024,31da67f8-26cd-487c-874f-40e2cb59a2e2,2025-08-08 19:29:24,2025-08-08,2025-08-08 23:29:24 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-08 23:30:57 UTC,2025-08-08 23:30:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/304838024,https://inaturalist-open-data.s3.amazonaws.com/photos/549578199/medium.jpg,,"",,0,0,false,843,"Rue Belvédère S, Sherbrooke, QC, CA",45.3971825701,-71.8962044482,14,,,,14,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
305105345,741d80cd-58a2-45f8-a1ab-657567519780,2025-08-09 19:37:09,2025-08-09,2025-08-09 23:37:09 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-10 00:13:59 UTC,2025-08-10 00:14:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/305105345,https://inaturalist-open-data.s3.amazonaws.com/photos/550082324/medium.jpg,,"",,0,0,false,843,"Rue de la Glacière, Sherbrooke, QC, CA",45.3977379001,-71.9017617698,10,,,,10,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
305105407,fa21c715-3c8f-4899-8ca3-d37012690c03,2025-08-09 19:37:23,2025-08-09,2025-08-09 23:37:23 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-10 00:14:15 UTC,2025-08-10 00:14:16 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/305105407,https://inaturalist-open-data.s3.amazonaws.com/photos/550082408/medium.jpg,,"",,0,0,false,843,"Rue de la Glacière, Sherbrooke, QC, CA",45.3977884185,-71.9017582236,5,,,,5,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
305105465,68f73068-44b4-4e23-bce8-737071e75f5d,2025-08-09 19:37:42,2025-08-09,2025-08-09 23:37:42 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-10 00:14:29 UTC,2025-08-10 00:14:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/305105465,https://inaturalist-open-data.s3.amazonaws.com/photos/550082477/medium.jpg,,"",,0,0,false,843,"Rue de la Glacière, Sherbrooke, QC, CA",45.3977611209,-71.9018357274,22,,,,22,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
305105565,c5463738-6d01-42e5-b3f5-100eb58918a7,2025-08-09 19:37:56,2025-08-09,2025-08-09 23:37:56 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-10 00:14:45 UTC,2025-08-10 00:14:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/305105565,https://inaturalist-open-data.s3.amazonaws.com/photos/550082589/medium.jpg,,"",,0,0,false,843,"Rue de la Glacière, Sherbrooke, QC, CA",45.3977800903,-71.9017896549,14,,,,14,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
305105633,903a50d6-bc0a-417b-a8ed-0c1fdfc34b05,2025-08-09 19:38:14,2025-08-09,2025-08-09 23:38:14 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-10 00:15:03 UTC,2025-08-10 00:15:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/305105633,https://inaturalist-open-data.s3.amazonaws.com/photos/550082693/medium.jpg,,"",,0,0,false,843,"Rue de L'Esplanade, Sherbrooke, QC, CA",45.3978084464,-71.9016154179,25,,,,25,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
305105663,211dd35b-dd02-433d-a6bc-fa2f4bd9dfc7,2025-08-09 19:38:39,2025-08-09,2025-08-09 23:38:39 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-10 00:15:17 UTC,2025-08-10 00:15:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/305105663,https://inaturalist-open-data.s3.amazonaws.com/photos/550082789/medium.jpg,,"",,0,0,false,843,"Rue de L'Esplanade, Sherbrooke, QC, CA",45.3978396486,-71.9015508614,14,,,,14,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
306574802,9144d2ac-a642-4ddd-82e3-4a3a7e8290ef,2025-08-15 16:42:50,2025-08-15,2025-08-15 16:42:50 UTC,UTC,9030668,omar_guettache,,2025-08-15 20:43:57 UTC,2025-08-15 20:43:58 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/306574802,https://inaturalist-open-data.s3.amazonaws.com/photos/552881618/medium.jpg,,"",,0,0,false,843,,,,,,,,,,,false,,,,Magnoliopsida,dicotylédones,Plantae,47124
306576959,571bfa65-365e-4727-93ee-8ccb33f14154,2025-08-15 15:14:15,2025-08-15,2025-08-15 19:14:15 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:53:37 UTC,2025-08-15 20:53:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306576959,https://inaturalist-open-data.s3.amazonaws.com/photos/552885571/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.427610075,-71.8494809983,7,,,,7,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
306576983,21d12969-7a7b-464c-bba3-4bb12bb86662,2025-08-15 15:14:25,2025-08-15,2025-08-15 19:14:25 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:53:47 UTC,2025-08-15 20:53:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306576983,https://inaturalist-open-data.s3.amazonaws.com/photos/552885646/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.427616448,-71.8494728917,8,,,,8,,,false,,,,Asteroideae,,Plantae,632790
306577004,fee749e4-08e6-4444-b60f-6a61b91a79c8,2025-08-15 15:14:33,2025-08-15,2025-08-15 19:14:33 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:53:56 UTC,2025-08-15 20:53:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306577004,https://inaturalist-open-data.s3.amazonaws.com/photos/552885710/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.4276145152,-71.8494733545,9,,,,9,,,false,,,,Magnoliopsida,dicotylédones,Plantae,47124
306577034,86d2b3e4-0c86-4c2a-8e21-46e2a4a6882c,2025-08-15 15:15:01,2025-08-15,2025-08-15 19:15:01 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:54:05 UTC,2025-08-15 20:54:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306577034,https://inaturalist-open-data.s3.amazonaws.com/photos/552885779/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.4276166416,-71.8494708829,7,,,,7,,,false,,,,Ambrosia,,Plantae,53036
306577054,bc90b00d-9221-495c-804e-5f727efa04c7,2025-08-15 15:15:14,2025-08-15,2025-08-15 19:15:14 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:54:13 UTC,2025-08-15 20:54:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306577054,https://inaturalist-open-data.s3.amazonaws.com/photos/552885841/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.4276218929,-71.8494748117,7,,,,7,,,false,,,,Asteroideae,,Plantae,632790
306577098,932c8d1d-da9e-49d4-8a3d-1a784929b8d2,2025-08-15 15:15:33,2025-08-15,2025-08-15 19:15:33 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:54:24 UTC,2025-08-15 20:54:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306577098,https://inaturalist-open-data.s3.amazonaws.com/photos/552885930/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.4275957017,-71.8494692464,8,,,,8,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
306577138,bc99728c-8b40-45cf-910f-4470fb20b7da,2025-08-15 15:16:20,2025-08-15,2025-08-15 19:16:20 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:54:32 UTC,2025-08-15 20:54:33 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306577138,https://inaturalist-open-data.s3.amazonaws.com/photos/552885992/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.4275880019,-71.8494639201,8,,,,8,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
306577163,b2e01943-e128-4cf1-83d2-2057384b7a20,2025-08-15 15:16:32,2025-08-15,2025-08-15 19:16:32 UTC,Eastern Time (US & Canada),9030668,omar_guettache,,2025-08-15 20:54:41 UTC,2025-08-15 20:54:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/306577163,https://inaturalist-open-data.s3.amazonaws.com/photos/552886051/medium.jpg,,"",,0,0,false,843,"Ch Duplessis, Sherbrooke, QC, CA",45.4276009574,-71.8494711337,8,,,,8,,open,false,,,,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
