id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
240216985,0b6e6dd6-74fc-43fe-ac42-16406bbc2f8f,2024-09-06 17:58:23,2024-09-06,2024-09-06 21:58:23 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:10:40 UTC,2024-09-06 22:10:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240216985,https://inaturalist-open-data.s3.amazonaws.com/photos/427937867/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38333535,-71.912091,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240216996,023f9ca0-b7bf-4077-880f-c3dead8ede1d,2024-09-06 18:03:24,2024-09-06,2024-09-06 22:03:24 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:10:48 UTC,2024-09-06 22:10:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240216996,https://inaturalist-open-data.s3.amazonaws.com/photos/427937894/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38333344,-71.91269059,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240217009,37c44451-ea22-4335-97a3-5aef6d4eef41,2024-09-06 18:04:22,2024-09-06,2024-09-06 22:04:22 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:10:55 UTC,2024-09-06 22:11:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240217009,https://inaturalist-open-data.s3.amazonaws.com/photos/427937924/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.3833269,-71.91269625,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240217027,046e4988-e78e-4f5a-94c0-d8c161afcead,2024-09-06 18:05:00,2024-09-06,2024-09-06 22:05:00 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:11:02 UTC,2024-09-06 22:11:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240217027,https://inaturalist-open-data.s3.amazonaws.com/photos/427937952/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38331812,-71.91269304,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240217064,1dd38bb8-0e7b-467a-a5ab-6c71408b2a2e,2024-09-06 18:05:28,2024-09-06,2024-09-06 22:05:28 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:11:10 UTC,2024-09-06 22:11:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240217064,https://inaturalist-open-data.s3.amazonaws.com/photos/427937989/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38331933,-71.91269093,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240217084,15845eb8-c79f-4526-9543-eb3d29295a0a,2024-09-06 18:06:23,2024-09-06,2024-09-06 22:06:23 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:11:17 UTC,2024-09-06 22:11:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240217084,https://inaturalist-open-data.s3.amazonaws.com/photos/427938020/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38331153,-71.91269475,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240217098,80786ffd-2800-4ed6-a65e-563de192ad2f,2024-09-06 18:07:13,2024-09-06,2024-09-06 22:07:13 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:11:25 UTC,2024-09-06 22:11:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240217098,https://inaturalist-open-data.s3.amazonaws.com/photos/427938044/medium.jpeg,,"",,0,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38330574,-71.91267235,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240221338,c9e5c2a8-6c70-4d94-8120-c8490ed8f12d,2024-09-06 18:24:10,2024-09-06,2024-09-06 22:24:10 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:45:11 UTC,2024-09-07 14:04:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240221338,https://inaturalist-open-data.s3.amazonaws.com/photos/427946472/medium.jpeg,,"",,1,0,false,2,"Sherbrooke, QC J1H 3C4, Canada",45.38274321,-71.91297545,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240221395,0e527654-f27f-49fd-b6a6-f394838e7200,2024-09-06 18:45:18,2024-09-06,2024-09-06 22:45:18 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:45:38 UTC,2024-09-07 14:04:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240221395,https://inaturalist-open-data.s3.amazonaws.com/photos/427946580/medium.jpeg,,"",,1,0,false,2,"Sherbrooke, QC J1H 2W2, Canada",45.38493625,-71.91156102,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240221492,9b33f3dd-14d4-459e-9275-9e6c9db8ecdb,2024-09-06 18:45:49,2024-09-06,2024-09-06 22:45:49 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:46:21 UTC,2024-09-07 14:04:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240221492,https://inaturalist-open-data.s3.amazonaws.com/photos/427946765/medium.jpeg,,"",,1,0,false,2,"Sherbrooke, QC J1H 2W2, Canada",45.38493777,-71.91156552,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240221558,632aff9f-953f-429b-a66e-2514f90170c4,2024-09-06 18:46:23,2024-09-06,2024-09-06 22:46:23 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:47:00 UTC,2024-09-07 14:04:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240221558,https://inaturalist-open-data.s3.amazonaws.com/photos/427946916/medium.jpeg,,"",,1,0,false,2,"Sherbrooke, QC J1H 2W2, Canada",45.38493808,-71.91158562,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240221603,a14c3686-3e2e-41e5-adc2-0f2e6e6163a1,2024-09-06 18:47:02,2024-09-06,2024-09-06 22:47:02 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:47:27 UTC,2024-09-07 14:04:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240221603,https://inaturalist-open-data.s3.amazonaws.com/photos/427947132/medium.jpeg,,"",,1,0,false,2,"Sherbrooke, QC J1H 2W2, Canada",45.38492985,-71.9115355,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240221682,4f210b23-c805-46fc-8069-e0141d5a0513,2024-09-06 18:47:28,2024-09-06,2024-09-06 22:47:28 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-06 22:48:02 UTC,2024-09-07 14:04:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240221682,https://inaturalist-open-data.s3.amazonaws.com/photos/427947155/medium.jpeg,,"",,1,0,false,2,"Sherbrooke, QC J1H 2W2, Canada",45.3849271,-71.91149057,3,,,,3,,,false,,,Ambroisie à feuilles d'armoise,Ambrosia artemisiifolia,petite herbe à poux,Plantae,53587
240350300,b719d5b7-bee2-4f04-8b03-18d13f5a47ec,2024-09-07 12:36:56,2024-09-07,2024-09-07 16:36:56 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:38:16 UTC,2024-09-26 00:17:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240350300,https://inaturalist-open-data.s3.amazonaws.com/photos/428195388/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39412087,-71.91792376,3,,,,3,,,false,,,Lierre terrestre,Glechoma hederacea,Lierre terrestre,Plantae,55830
240350549,f8c10744-61da-4615-bc8d-11b7e4fdd6cd,2024-09-07 12:38:46,2024-09-07,2024-09-07 16:38:46 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:39:28 UTC,2025-04-07 20:55:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240350549,https://inaturalist-open-data.s3.amazonaws.com/photos/428195897/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39407447,-71.91788671,3,,,,3,,open,false,,,Vigne vierge vraie,Parthenocissus quinquefolia,Vigne vierge à cinq folioles,Plantae,50278
240350708,3171663d-b420-4df8-a17f-f74debb4692f,2024-09-07 12:39:49,2024-09-07,2024-09-07 16:39:49 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:40:22 UTC,2024-09-07 16:40:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240350708,https://inaturalist-open-data.s3.amazonaws.com/photos/428196221/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39407433,-71.91787878,3,,,,3,,,false,,,Épine-vinette de Thunberg,Berberis thunbergii,Épine-vinette de Thunberg,Plantae,58727
240350954,8c4e44cf-7990-4ba6-90be-39a024f9f9f6,2024-09-07 12:40:56,2024-09-07,2024-09-07 16:40:56 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:41:20 UTC,2025-10-11 21:26:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240350954,https://inaturalist-open-data.s3.amazonaws.com/photos/428196618/medium.jpeg,,"",,2,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39398427,-71.91781645,3,,,,3,,open,false,,,glossy buckthorn,Frangula alnus,Nerprun bourdaine,Plantae,55972
240351461,ea1d8a97-b06a-41af-8415-048be5071900,2024-09-07 12:42:40,2024-09-07,2024-09-07 16:42:40 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:43:32 UTC,2024-09-13 18:20:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240351461,https://inaturalist-open-data.s3.amazonaws.com/photos/428197595/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39362067,-71.91797975,3,,,,3,,,false,,,dactyle aggloméré,Dactylis glomerata,dactyle aggloméré,Plantae,52720
240351786,5b8c5963-b55e-4428-80eb-70e8451208b4,2024-09-07 12:44:39,2024-09-07,2024-09-07 16:44:39 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:45:13 UTC,2024-09-08 03:49:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240351786,https://inaturalist-open-data.s3.amazonaws.com/photos/428198181/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39361612,-71.9182019,3,,,,3,,open,false,,,trèfle des prés,Trifolium pratense,trèfle des prés,Plantae,51875
240352030,f7e5f0c9-7379-4c4f-a9f6-da1f06d9cfc6,2024-09-07 12:45:50,2024-09-07,2024-09-07 16:45:50 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:46:16 UTC,2024-09-07 16:46:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240352030,https://inaturalist-open-data.s3.amazonaws.com/photos/428198515/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39360559,-71.91828533,3,,,,3,,,false,,,Vergerette annuelle,Erigeron annuus,Érigéron annuel,Plantae,76897
240352215,97fd08b7-83a5-4e1e-bde2-d8f8f61a52ab,2024-09-07 12:46:45,2024-09-07,2024-09-07 16:46:45 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:47:10 UTC,2024-09-07 20:04:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240352215,https://inaturalist-open-data.s3.amazonaws.com/photos/428198873/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39360302,-71.91837543,3,,,,3,,,false,,,Vesce craque,Vicia cracca,Vesce jargeau,Plantae,52471
240352426,446dc55f-5d9a-4ffb-b97a-a350e9df0454,2024-09-07 12:47:51,2024-09-07,2024-09-07 16:47:51 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:48:19 UTC,2024-09-07 16:48:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240352426,https://inaturalist-open-data.s3.amazonaws.com/photos/428199267/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39358933,-71.91843419,3,,,,3,,open,false,,,Luzerne cultivée,Medicago sativa,Luzerne cultivée,Plantae,57057
240353092,7b2d7788-cc0a-4681-bcee-ff8e4ecd88cd,2024-09-07 12:50:46,2024-09-07,2024-09-07 16:50:46 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:51:08 UTC,2024-09-07 16:51:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240353092,https://inaturalist-open-data.s3.amazonaws.com/photos/428200379/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39356166,-71.91836535,3,,,,3,,,false,,,Star Moss,Syntrichia ruralis,Star Moss,Plantae,244075
240353692,eb39acf9-be88-49af-8948-e52670e1076f,2024-09-07 12:53:01,2024-09-07,2024-09-07 16:53:01 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:53:34 UTC,2024-09-07 16:53:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240353692,https://inaturalist-open-data.s3.amazonaws.com/photos/428201323/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39351814,-71.91826234,3,,,,3,,,false,,,rough-stemmed goldenrod,Solidago rugosa,rough-stemmed goldenrod,Plantae,128551
240354251,54fa38b4-08c3-432e-b699-c9476454418c,2024-09-07 12:55:58,2024-09-07,2024-09-07 16:55:58 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:56:30 UTC,2024-09-07 20:04:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240354251,https://inaturalist-open-data.s3.amazonaws.com/photos/428202432/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39348671,-71.91762024,3,,,,3,,open,false,,,Sumac vinaigrier,Rhus typhina,Sumac vinaigrier,Plantae,167829
240354417,facfef8a-d693-486c-895f-369dde8ce02c,2024-09-07 12:56:50,2024-09-07,2024-09-07 16:56:50 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:57:18 UTC,2024-09-07 16:57:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240354417,https://inaturalist-open-data.s3.amazonaws.com/photos/428202766/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39348258,-71.91762932,3,,,,3,,open,false,,,frêne blanc,Fraxinus americana,frêne blanc,Plantae,54805
240354687,aa864c48-867d-4678-9632-eeab46df5151,2024-09-07 12:58:08,2024-09-07,2024-09-07 16:58:08 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 16:58:52 UTC,2024-09-07 16:58:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240354687,https://inaturalist-open-data.s3.amazonaws.com/photos/428203410/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39348951,-71.91754882,3,,,,3,,,false,,,red raspberry,Rubus idaeus,red raspberry,Plantae,54436
240354984,36185f8e-9bcd-496d-a537-9a0a2f269e31,2024-09-07 12:59:25,2024-09-07,2024-09-07 16:59:25 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 17:00:17 UTC,2024-09-07 19:30:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240354984,https://inaturalist-open-data.s3.amazonaws.com/photos/428203978/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39349585,-71.91753811,3,,,,3,,,false,,,bittersweet nightshade,Solanum dulcamara,bittersweet nightshade,Plantae,55620
240355366,c88b54fb-fef2-4c44-a5f5-992dc5d9a354,2024-09-07 13:01:23,2024-09-07,2024-09-07 17:01:23 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 17:02:08 UTC,2024-09-09 12:20:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/240355366,https://inaturalist-open-data.s3.amazonaws.com/photos/428204629/medium.jpeg,,"",,1,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39350289,-71.91720029,3,,,,3,,open,false,,,Peuplier faux-tremble,Populus tremuloides,Peuplier faux-tremble,Plantae,54840
240355639,c968f7b0-b4ba-4fb9-9ab2-ac781204f124,2024-09-07 13:02:41,2024-09-07,2024-09-07 17:02:41 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 17:03:18 UTC,2024-09-07 17:03:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240355639,https://inaturalist-open-data.s3.amazonaws.com/photos/428205136/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39349739,-71.91710714,3,,,,3,,,false,,,aster à feuilles cordées,Symphyotrichum cordifolium,aster à feuilles cordées,Plantae,153441
240356178,f35617ea-cb24-4cbf-ad56-f7981678573e,2024-09-07 13:04:56,2024-09-07,2024-09-07 17:04:56 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 17:05:29 UTC,2024-09-07 17:05:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240356178,https://inaturalist-open-data.s3.amazonaws.com/photos/428206045/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39350283,-71.91699889,3,,,,3,,,false,,,rough-stemmed goldenrod,Solidago rugosa,rough-stemmed goldenrod,Plantae,128551
240356650,4e7b42b1-b36b-4c96-8cc9-a4b0e363dc4f,2024-09-07 13:06:35,2024-09-07,2024-09-07 17:06:35 UTC,Eastern Time (US & Canada),8529503,wsagard,Wilfix SAGARD,2024-09-07 17:07:21 UTC,2024-09-07 17:07:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/240356650,https://inaturalist-open-data.s3.amazonaws.com/photos/428206801/medium.jpeg,,"",,0,0,false,2,"boul. Jacques-Cartier Sud / Tracy, Sherbrooke, QC J1J 2Z7, Canada",45.39353479,-71.91677061,3,,,,3,,,false,,,Aster de la Nouvelle-Angleterre,Symphyotrichum novae-angliae,Aster de la Nouvelle-Angleterre,Plantae,117443
